day,E11.1,G8.3,G15.Markaz,F8.Markaz,I10.2,G8.4,F6.2,GhauriTown,G7.Markaz,F8,G14.3,G6.4,G7.4,GhauriTown.VIPBlock,G8.2,G6.Markaz,E11.4,G9.3,I10.4,E8.2,G11.1,F6,G5.1,GhauriTown.Phase4A,G14.4,E11.2,D12.1,G7.3,G15.1,G11.2,F11.4,I8.4,GhauriTown.Phase4B,GhauriTown.Phase3,F8.2,I10.3,G9,F8.1,G16.2,F7.4,G16.Markaz,G10.1,G16.4,G15,F5,GhauriTown.Phase7,G11.Markaz,I9.2,I8.2,G14.2,F7.Markaz,E11,I9.3,G8.Markaz,D12.Markaz,F6.3,H8.1,F6.1,F10.1,G9.4,I10.1,I9.1,G8,G15.3,H12,G10.Markaz,F10,G7.1,G11.3,G6.1,G5,H9.1,F10.3,D17,F11.3,G16.1,G11.4,F10.2,H13,D12.3,G7,G12,G8.1,H8.4,D12,E7,GhauriTown.Phase5,G9.1,G10.4,G16,H8.3,G6.3,G10,F8.4,G7.2,G10.3,G13.3,GhauriTown.Phase5B,I8.1,H11.1,D12.2,G9.Markaz,H11,G9.2,I8.3,GhauriTown.Phase2,F7.1,E8.1,G6.2,G5.2,H8.2,G11,F10.4,I9.4,G14,F7.2,G10.2,GhauriTown.Phase1,F11.2,G13,G6,F6.4,F10.Markaz,H11.4,F7.3,F7,Shah Allah Ditta,G13.Markaz,F5.2,G13.2,Nurpur Shahan,G15.2,E11.3,G13.4,G16.3,H9.4,F6.Markaz,F11.Markaz,F11,G15.4,F5.1,H10,E9,D12.4,F11.1,G14.1,GhauriTown.Phase2.Extension,F9,E8,F8.3,G13.1,unknown
72,0,0,0,0,456,0,0,369,0,0,0,0,0,99,0,0,0,0,477,0,0,400,0,0,0,0,0,0,0,0,0,309,0,70,315,0,344,503,0,0,0,0,0,143,0,0,0,0,605,0,0,245,0,0,0,607,0,415,0,482,587,508,1284,94,22,0,296,0,0,0,0,0,379,0,0,0,1,462,47,0,1035,0,387,0,479,269,59,467,0,253,0,0,597,282,519,217,0,0,470,0,503,0,61,467,561,36,0,0,0,0,0,1548,338,426,508,0,737,105,0,324,1577,210,0,0,0,1735,314,19,0,137,655,146,0,192,0,0,0,0,1043,121,0,0,0,415,674,146,0,0,0,592,116,17939
73,0,0,0,0,435,0,0,336,0,0,0,0,0,87,0,0,0,0,450,0,0,374,0,0,0,0,0,0,0,0,0,285,0,63,293,0,301,472,0,0,0,0,0,133,0,0,0,0,564,0,0,229,0,0,0,559,0,385,0,452,539,483,1188,94,19,0,262,0,0,0,0,0,362,0,0,0,1,426,46,0,945,0,356,0,434,236,54,446,0,239,0,0,548,262,481,208,0,0,431,0,466,0,54,444,524,36,0,0,0,0,0,1428,308,393,474,0,685,90,0,293,1494,187,0,0,0,1618,275,20,0,128,615,145,0,168,0,0,0,0,971,104,0,0,0,398,626,137,0,0,0,561,111,16863
74,0,0,0,0,400,0,0,314,0,0,0,0,0,76,0,0,0,0,420,0,0,348,0,0,0,0,0,0,0,0,0,261,0,62,279,0,276,443,0,0,0,0,0,122,0,0,0,0,516,0,0,214,0,0,0,512,0,358,0,433,503,451,1082,86,17,0,250,0,0,0,0,0,332,0,0,0,1,383,42,0,868,0,331,0,416,229,48,409,0,222,0,0,502,250,439,192,0,0,416,0,449,0,49,410,497,33,0,0,0,0,0,1340,278,358,451,0,616,78,0,275,1398,170,0,0,0,1505,249,20,0,119,597,135,0,163,0,0,0,0,915,101,0,0,0,393,563,135,0,0,0,520,103,15772
75,0,0,0,0,379,0,0,280,0,0,0,0,0,75,0,0,0,0,392,0,0,337,0,0,0,0,0,0,0,0,0,233,0,59,268,0,258,408,0,0,0,0,0,116,0,0,0,0,494,0,0,207,0,0,0,472,0,329,0,400,464,414,974,73,16,0,225,0,0,0,0,0,307,0,0,0,1,350,44,0,821,0,303,0,402,210,51,381,0,200,0,0,484,235,411,169,0,0,398,0,431,0,46,373,471,30,0,0,0,0,0,1223,255,343,424,0,564,70,0,258,1305,141,0,0,0,1377,233,18,0,114,547,128,0,157,0,0,0,0,844,84,0,1,0,379,514,128,0,0,0,483,98,14743
76,0,0,0,0,360,0,0,255,0,0,0,0,0,71,0,0,0,0,375,0,0,317,0,0,0,0,0,0,0,0,0,211,0,54,234,0,232,379,0,0,0,0,0,99,0,0,0,0,463,0,0,197,0,0,0,449,0,313,0,384,430,392,909,67,15,0,205,0,0,0,0,0,276,0,0,0,1,312,42,0,751,0,280,0,379,204,48,355,0,183,0,0,431,205,385,157,0,0,371,0,403,0,47,342,447,23,0,0,0,0,0,1154,240,329,396,0,518,61,0,237,1227,134,0,0,0,1273,201,16,0,110,512,124,0,149,0,0,0,0,782,74,0,1,0,360,477,111,0,0,0,444,91,13634
77,0,0,0,0,334,0,0,240,0,0,0,0,0,70,0,0,0,0,338,0,0,298,0,0,0,0,0,0,0,0,0,185,0,54,228,0,218,362,0,0,0,0,0,90,0,0,0,0,432,0,0,194,0,0,0,418,0,292,0,353,402,355,835,70,14,0,189,0,0,0,0,0,253,0,0,0,1,287,38,0,692,0,254,0,356,180,47,331,0,168,0,0,397,201,352,151,0,0,355,0,376,0,43,311,409,21,0,0,0,0,0,1045,217,315,364,0,462,52,0,211,1131,126,0,0,0,1189,190,13,0,103,485,123,0,139,0,0,0,0,731,64,0,1,0,331,451,97,0,0,0,432,81,12698
78,0,0,0,0,300,0,0,224,0,0,0,0,0,68,0,0,0,0,319,0,0,272,0,0,0,0,0,0,0,0,0,170,0,53,218,0,208,336,0,0,0,0,0,86,0,0,0,0,411,0,0,188,0,0,0,393,0,278,0,328,368,321,780,66,12,0,169,0,0,0,0,0,233,0,0,0,1,269,36,0,658,0,234,0,317,169,43,307,0,153,0,0,374,191,317,135,0,0,317,0,341,0,40,291,388,19,0,0,0,0,0,970,200,308,341,0,412,49,0,205,1061,116,0,0,0,1130,170,13,0,97,449,117,0,127,0,0,0,0,685,56,0,1,0,304,418,93,0,0,0,398,73,11757
79,0,0,0,0,283,0,0,203,0,0,0,0,0,65,0,0,0,0,298,0,0,253,0,0,0,0,0,0,0,0,0,157,0,48,200,0,180,322,0,0,0,0,0,86,0,0,0,0,384,0,0,160,0,0,0,368,0,267,0,297,330,308,733,56,11,0,163,0,0,0,0,0,210,0,0,0,0,253,36,0,616,0,213,0,298,165,35,280,0,136,0,0,349,189,294,122,0,0,298,0,334,0,35,271,376,20,0,0,0,0,0,883,185,276,322,0,375,45,0,197,975,112,0,0,0,1053,166,13,0,97,433,115,0,114,0,0,0,0,624,51,0,1,0,284,379,90,0,0,0,382,66,10997
80,0,0,0,0,273,0,0,190,0,0,0,0,0,63,0,0,0,0,259,0,0,233,0,0,0,0,0,0,0,0,0,148,0,47,183,0,168,304,0,0,0,0,0,80,0,0,0,0,344,0,0,154,0,0,0,339,0,243,0,265,296,283,696,52,9,0,151,0,0,0,0,0,194,0,0,0,0,221,34,0,585,0,192,0,281,144,29,249,0,132,0,0,305,173,262,105,0,0,272,0,318,0,35,257,352,21,0,0,0,0,0,810,166,267,288,0,334,41,0,183,896,106,0,0,0,958,153,11,0,96,407,109,0,111,0,0,0,0,589,50,0,1,0,278,346,79,0,0,0,350,61,10093
81,0,0,0,0,256,0,0,175,0,0,0,0,0,56,0,0,0,0,238,0,0,214,0,0,0,0,0,0,0,0,0,134,0,45,168,0,158,275,0,0,0,0,0,73,0,0,0,0,319,0,0,146,0,0,0,311,0,215,0,234,254,261,658,45,8,0,140,0,0,0,0,0,178,0,0,0,0,195,34,0,550,0,162,0,261,135,23,228,0,121,0,0,289,161,243,91,0,0,237,0,307,0,31,255,307,21,0,0,0,0,0,727,159,245,255,0,299,32,0,169,819,94,0,0,0,890,143,11,0,91,355,97,0,103,0,0,0,0,513,49,0,0,0,258,303,74,0,0,0,311,56,9296
82,0,0,0,0,243,0,0,162,0,0,0,0,0,56,0,0,0,0,217,0,0,206,0,0,0,0,0,0,0,0,0,112,0,39,155,0,139,259,0,0,0,0,0,69,0,0,0,0,285,0,0,134,0,0,0,284,0,198,0,210,231,242,590,38,6,0,124,0,0,0,0,0,169,0,0,0,0,172,35,0,521,0,144,0,231,122,22,204,0,106,0,0,269,146,226,90,0,0,214,0,277,0,27,222,280,24,0,0,0,0,0,661,143,224,241,0,271,30,0,163,736,86,0,0,0,811,137,9,0,84,348,92,0,99,0,0,0,0,459,43,0,0,0,235,263,66,0,0,0,281,53,8575
83,0,0,0,0,221,0,0,151,0,0,0,0,0,52,0,0,0,0,187,0,0,195,0,0,0,0,0,0,0,0,0,104,0,36,144,0,133,239,0,0,0,0,0,65,0,0,0,0,263,0,0,123,0,0,0,253,0,171,0,191,208,216,543,33,5,0,120,0,0,0,0,0,155,0,0,0,0,152,34,0,487,0,131,0,220,112,21,195,0,96,0,0,245,132,217,85,0,0,205,0,247,0,26,198,251,29,0,0,0,0,0,603,132,204,212,0,255,29,1,150,687,78,0,0,0,760,130,10,0,79,301,82,0,91,0,0,0,0,419,38,0,0,0,215,235,61,0,0,0,256,43,7813
84,0,0,0,0,206,0,0,132,0,0,0,0,0,47,0,0,0,0,167,0,0,179,0,0,0,0,0,0,0,0,0,86,0,30,128,0,123,216,0,0,0,0,0,61,0,0,0,0,230,0,0,111,0,0,0,229,0,157,0,168,190,187,510,28,5,0,106,0,0,0,0,0,143,0,0,0,0,140,33,0,453,0,120,0,201,110,22,180,0,87,0,0,224,122,198,78,0,0,193,0,221,0,25,182,231,25,0,0,0,0,0,554,119,183,194,0,245,26,1,136,643,73,0,0,0,689,118,11,0,75,273,80,0,87,0,0,0,0,379,33,0,0,0,193,219,62,0,0,0,232,38,7215
85,0,0,0,0,202,0,0,125,0,0,0,0,0,42,0,0,0,0,148,0,0,163,0,0,0,0,0,0,0,0,0,76,0,31,111,0,121,187,0,0,0,0,0,54,0,0,0,0,215,0,0,107,0,0,0,212,0,138,0,156,183,180,456,27,4,0,104,0,0,0,0,0,128,0,0,0,0,125,35,0,411,0,108,0,186,100,20,165,0,80,0,0,204,112,173,67,0,0,162,0,206,0,25,175,212,23,0,0,0,0,0,517,111,155,183,0,226,25,1,114,580,73,0,0,0,630,105,9,0,71,260,74,0,72,0,0,0,0,340,33,0,0,0,179,191,53,0,0,0,212,33,6631
86,0,0,0,0,196,0,0,119,0,0,0,0,0,42,0,0,0,0,133,0,0,150,0,0,0,0,0,0,0,0,0,70,0,27,97,0,108,162,0,0,0,0,0,48,0,0,0,0,182,0,0,107,0,0,0,196,0,123,0,143,168,163,427,25,4,0,90,0,0,0,0,0,114,0,0,0,0,120,33,0,385,0,88,0,169,84,17,161,0,73,0,0,186,100,147,61,0,0,147,0,194,0,18,155,191,21,0,0,0,0,0,481,97,138,174,0,212,18,1,102,517,68,0,0,0,577,99,7,0,64,246,72,0,65,0,0,0,0,323,30,0,0,0,164,163,53,0,0,0,196,30,6048
87,0,0,0,0,187,0,0,103,0,0,0,0,0,35,0,0,0,0,125,0,0,138,0,0,0,0,0,0,0,0,0,59,0,24,91,0,98,144,0,0,0,0,0,43,0,0,0,0,157,0,0,98,0,0,0,181,0,109,0,128,158,148,388,20,4,0,79,0,0,0,0,0,111,0,0,0,0,109,32,0,357,0,81,0,155,78,17,154,0,66,0,0,168,91,130,57,0,0,131,0,178,0,17,137,173,20,0,0,0,0,0,436,87,125,158,0,201,18,1,87,483,60,0,0,0,522,79,8,0,59,230,64,0,54,0,0,0,0,304,24,0,0,0,149,140,45,0,0,0,178,29,5512
88,0,0,0,0,179,0,0,97,0,0,0,0,0,32,0,0,0,0,118,0,0,131,0,0,0,0,0,0,0,0,0,53,0,19,77,0,80,127,0,0,0,0,0,35,0,0,0,0,139,0,0,89,0,0,0,165,0,95,0,118,149,132,349,21,3,0,66,0,0,0,0,0,100,0,0,0,0,95,30,0,326,0,75,0,145,70,13,131,0,62,0,0,143,85,112,52,0,0,115,0,154,0,16,118,171,20,0,0,0,0,0,374,81,114,143,0,192,17,1,79,443,52,0,0,0,478,71,8,0,53,198,56,0,51,0,0,0,0,258,26,0,0,0,134,126,41,0,0,0,156,25,4965
89,0,0,0,0,160,0,0,88,0,0,0,0,0,26,0,0,0,0,116,0,0,108,0,0,0,0,0,0,0,0,0,46,0,17,71,0,66,118,0,0,0,0,0,29,0,0,0,0,132,0,0,72,0,0,0,143,0,83,0,104,125,110,323,24,3,0,57,0,0,0,0,0,90,0,0,0,0,87,27,0,289,0,73,0,128,63,11,112,0,51,0,0,131,79,92,51,0,0,105,0,136,0,16,103,149,20,0,0,0,0,0,325,68,101,125,0,173,15,1,70,407,51,0,0,0,439,61,6,0,50,178,48,0,48,0,0,0,0,244,22,0,0,0,114,110,36,0,0,0,144,24,4489
90,0,0,0,0,140,0,0,87,0,0,0,0,0,21,0,0,0,0,107,0,0,97,0,0,0,0,0,0,0,0,0,42,0,17,60,0,58,102,0,0,0,0,0,24,0,0,0,0,113,0,0,66,0,0,0,129,0,72,0,104,122,97,284,21,3,0,49,0,0,0,0,0,87,0,0,0,0,77,19,0,265,0,64,0,111,60,11,95,0,39,0,0,112,66,80,46,0,0,95,0,119,0,15,94,137,15,0,0,0,0,0,297,62,89,107,0,159,14,1,62,356,49,0,0,0,403,53,5,0,43,165,40,0,44,0,0,0,0,229,20,0,0,0,99,96,34,0,0,0,125,19,4090
91,0,0,0,0,128,0,0,75,0,0,0,0,0,19,0,0,0,0,102,0,0,93,0,0,0,0,0,0,0,0,0,36,0,16,54,0,58,100,0,0,0,0,0,23,0,0,0,0,101,0,0,66,0,0,0,111,0,63,0,93,110,86,247,19,2,0,43,0,0,0,0,0,79,0,0,0,0,68,17,0,235,0,55,0,103,57,10,87,0,33,0,0,105,58,75,40,0,0,83,0,109,0,15,87,123,16,0,0,0,0,0,260,56,83,92,0,137,14,1,54,323,47,0,0,0,374,42,4,0,39,138,35,0,43,0,0,0,0,213,18,0,0,0,88,91,28,0,0,0,111,20,3627
92,0,0,0,0,113,0,0,67,0,0,0,0,0,16,0,0,0,0,94,0,0,82,0,0,0,0,0,0,0,0,0,34,0,15,44,0,52,93,0,0,0,0,0,20,0,0,0,0,92,0,0,59,0,0,0,102,0,55,0,88,92,80,221,16,2,0,37,0,0,0,0,0,71,0,0,0,0,63,16,0,211,0,51,0,97,52,9,72,0,30,0,0,92,55,68,38,0,0,74,0,95,0,13,77,118,13,0,0,0,0,0,239,49,68,79,0,121,17,2,52,300,48,0,0,0,328,33,4,0,33,119,36,0,39,0,0,0,0,199,17,0,0,0,83,86,27,0,0,0,89,20,3300
93,0,0,0,0,100,0,0,57,0,0,0,0,0,14,0,0,0,0,83,0,0,78,0,0,0,0,0,0,0,0,0,31,0,15,40,0,43,89,0,0,0,0,0,18,0,0,0,0,83,0,0,50,0,0,0,81,0,44,0,82,87,77,197,13,2,0,34,0,0,0,0,0,68,0,0,0,0,50,14,0,179,0,47,0,83,51,9,66,0,25,0,0,84,53,65,34,0,0,62,0,84,0,13,74,117,11,0,0,0,0,0,229,42,60,70,0,101,17,2,44,265,41,0,0,0,287,30,4,0,30,120,30,0,36,0,0,0,0,169,16,0,0,0,75,80,25,0,0,0,84,17,2972
94,0,0,0,0,85,0,0,46,0,0,0,0,0,11,0,0,0,0,75,0,0,73,0,0,0,0,0,0,0,0,0,29,0,15,36,0,40,82,0,0,0,0,0,13,0,0,0,0,70,0,0,45,0,0,0,68,0,37,0,77,77,74,172,12,2,0,29,0,0,0,0,0,68,0,0,0,0,42,9,0,150,0,43,0,70,46,8,59,0,22,0,0,73,45,57,31,0,0,51,0,74,0,10,69,109,8,0,0,0,0,0,202,41,55,65,0,87,17,3,43,231,33,0,0,0,262,26,3,0,27,116,28,0,31,0,0,0,0,159,18,0,0,0,68,76,23,0,0,0,68,15,2687
95,0,0,0,0,74,0,0,43,0,0,0,0,0,9,0,0,0,0,65,0,0,70,0,0,0,0,0,0,0,0,0,26,0,14,29,0,35,76,0,0,0,0,0,11,0,0,0,0,60,0,0,39,0,0,0,66,0,30,0,68,68,69,152,13,1,0,24,0,0,0,0,0,64,0,0,0,0,45,8,0,139,0,35,0,65,37,8,47,0,19,0,0,65,37,55,30,0,0,44,0,62,0,8,59,98,6,0,0,0,0,0,178,38,45,55,0,79,15,4,41,205,28,0,0,0,234,22,3,0,24,105,28,0,26,0,0,0,0,141,16,0,0,0,61,64,18,0,0,0,54,14,2448
96,0,0,0,0,67,0,0,35,0,0,0,0,0,7,0,0,0,0,62,0,0,62,0,0,0,0,0,0,0,0,0,22,0,12,30,0,30,75,0,0,0,0,0,11,0,0,0,0,59,0,0,32,0,0,0,63,0,27,0,58,62,64,128,12,1,0,24,0,0,0,0,0,59,0,0,0,0,46,7,0,123,0,33,0,59,32,7,39,0,14,0,0,56,34,53,24,0,0,35,0,54,0,8,49,96,5,0,0,0,0,0,161,37,35,56,0,74,16,4,39,184,25,0,0,0,205,19,3,0,20,98,26,0,21,0,0,0,0,133,14,0,0,0,52,60,17,0,0,0,47,11,2192
97,0,0,0,0,63,0,0,29,0,0,0,0,0,6,0,0,0,0,58,0,0,54,0,0,0,0,0,0,0,0,0,26,0,11,28,0,25,62,0,0,0,0,0,9,0,0,0,0,54,0,0,26,0,0,0,53,0,27,0,56,55,56,117,12,1,0,23,0,0,0,0,0,52,0,0,0,0,39,7,0,110,0,32,0,50,26,6,26,0,7,0,0,42,28,50,20,0,0,33,0,47,0,7,43,85,3,0,0,0,0,0,142,36,30,54,0,67,14,4,35,168,22,0,0,0,175,18,2,0,15,93,21,0,20,0,0,0,0,118,11,0,0,0,48,54,16,0,0,0,37,9,1973
98,0,0,0,0,56,0,0,30,0,0,0,0,0,6,0,0,0,0,50,0,0,49,0,0,0,0,0,0,0,0,0,26,0,10,26,0,17,61,0,0,0,0,0,8,0,0,0,0,44,0,0,21,0,0,0,53,0,26,0,50,49,53,109,11,1,0,22,0,0,0,0,0,48,0,0,0,0,34,3,0,98,0,30,0,43,23,6,25,0,8,0,0,43,25,43,20,0,0,28,0,42,0,6,41,80,2,0,0,0,0,0,126,35,28,51,0,57,13,5,37,147,17,0,0,0,161,17,3,0,15,86,21,0,16,0,0,0,0,103,11,0,0,0,37,49,14,0,0,0,33,7,1809
99,0,0,0,0,44,0,0,26,0,0,0,0,0,5,0,0,0,0,46,0,0,46,0,0,0,0,0,0,0,0,0,26,0,10,25,0,13,50,0,0,0,0,0,7,0,0,0,0,41,0,0,18,0,0,0,45,0,23,0,42,47,52,90,8,1,0,19,0,0,0,0,0,43,0,0,0,0,32,2,0,85,0,26,0,45,19,4,22,0,7,0,0,35,22,40,18,0,0,25,0,38,0,7,36,74,1,0,0,0,0,0,117,30,25,40,0,56,13,6,34,127,14,0,0,0,147,17,1,0,15,77,17,0,9,0,0,0,0,94,11,0,0,0,35,42,14,0,0,0,27,7,1641
100,0,0,0,0,38,0,0,25,0,0,0,0,0,5,0,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,25,0,9,21,0,10,45,0,0,0,0,0,3,0,0,0,0,39,0,0,13,0,0,0,46,0,21,0,33,40,46,89,7,0,0,19,0,0,0,0,0,39,0,0,0,0,32,3,0,74,0,22,0,37,18,2,21,0,6,0,0,26,22,41,17,0,0,26,0,36,0,6,29,70,1,0,0,0,0,0,102,25,18,40,0,45,12,5,29,115,13,0,0,0,128,15,1,0,11,63,11,0,7,0,0,0,0,84,10,0,0,0,30,38,13,0,0,0,25,6,1474
101,0,0,0,0,32,0,0,22,0,0,0,0,0,3,0,0,0,0,33,0,0,42,0,0,0,0,0,0,0,0,0,25,0,8,20,0,8,38,0,0,0,0,0,3,0,0,0,0,35,0,0,11,0,0,0,41,0,20,0,31,38,42,77,7,0,0,21,0,0,0,0,0,33,0,0,0,0,30,2,0,68,0,22,0,31,17,2,17,0,6,0,0,25,20,42,15,0,0,26,0,31,0,5,28,59,1,0,0,0,0,0,87,24,16,42,0,43,12,5,23,99,11,0,0,0,114,14,1,0,8,59,8,0,5,0,0,0,0,80,9,0,0,0,29,33,13,0,0,0,23,7,1332
102,0,0,0,0,27,0,0,19,0,0,0,0,0,3,0,0,0,0,27,0,0,37,0,0,0,0,0,0,0,0,0,21,0,5,20,0,7,32,0,0,0,0,0,3,0,0,0,0,29,0,0,13,0,0,0,34,0,18,0,27,34,40,67,6,0,0,20,0,0,0,0,0,30,0,0,0,0,29,2,0,57,0,17,0,30,13,2,16,0,5,0,0,19,19,41,9,0,0,22,0,27,0,5,29,59,1,0,0,0,0,0,83,23,14,41,0,39,11,5,21,78,12,0,0,0,92,14,1,0,8,55,7,0,4,0,0,0,0,78,8,0,0,0,27,32,11,0,0,0,20,5,1229
103,0,0,0,0,22,0,0,17,0,0,0,0,0,2,0,0,0,0,22,0,0,38,0,0,0,0,0,0,0,0,0,19,0,3,16,0,6,28,0,0,0,0,0,2,0,0,0,0,26,0,0,10,0,0,0,30,0,15,0,21,33,42,53,7,0,0,15,0,0,0,0,0,26,0,0,0,0,28,2,0,49,0,16,0,25,9,2,15,0,6,0,0,17,16,37,7,0,0,21,0,22,0,5,26,51,1,0,0,0,0,0,74,24,14,38,0,34,9,3,19,69,13,0,0,0,85,12,1,0,6,55,6,0,2,0,0,0,0,75,8,0,0,0,21,31,8,0,0,0,18,5,1093
104,0,0,0,0,20,0,0,17,0,0,0,0,0,2,0,0,0,0,21,0,0,33,0,0,0,0,0,0,0,0,0,18,0,3,15,0,5,26,0,0,0,0,0,2,0,0,0,0,23,0,0,9,0,0,0,25,0,11,0,17,30,36,49,6,0,0,12,0,0,0,0,0,23,0,0,0,0,26,2,0,40,0,15,0,21,9,1,13,0,4,0,0,17,15,35,6,0,0,20,0,18,0,3,24,48,1,0,0,0,0,0,67,23,11,33,0,27,7,2,18,61,10,0,0,0,83,12,1,0,5,49,6,0,3,0,0,0,0,70,6,0,0,0,19,27,6,0,0,0,16,5,976
105,0,0,0,0,17,0,0,18,0,0,0,0,0,1,0,0,0,0,17,0,0,28,0,0,0,0,0,0,0,0,0,14,0,2,12,0,4,24,0,0,0,0,0,2,0,0,0,0,21,0,0,5,0,0,0,20,0,10,0,13,29,35,39,6,0,0,9,0,0,0,0,0,21,0,0,0,0,24,2,0,38,0,13,0,19,7,0,12,0,3,0,0,17,12,31,7,0,0,19,0,17,0,2,22,44,0,0,0,0,0,0,55,22,7,36,0,22,4,1,14,59,9,0,0,0,80,10,0,0,4,45,6,0,3,0,0,0,0,68,4,0,0,0,17,23,6,0,0,0,13,4,870
106,0,0,0,0,14,0,0,15,0,0,0,0,0,1,0,0,0,0,13,0,0,27,0,0,0,0,0,0,0,0,0,12,0,2,12,0,5,17,0,0,0,0,0,2,0,0,0,0,18,0,0,4,0,0,0,21,0,7,0,12,25,34,34,5,0,0,8,0,0,0,0,0,21,0,0,0,0,21,2,0,31,0,12,0,19,7,0,12,0,4,0,0,19,12,25,9,0,0,16,0,14,0,1,19,42,0,0,0,0,0,0,48,18,4,29,0,20,4,1,13,53,9,0,0,0,77,10,0,0,4,40,6,0,3,0,0,0,0,63,5,0,0,0,15,18,6,0,0,0,10,3,779
107,0,0,0,0,13,0,0,15,0,0,0,0,0,1,0,0,0,0,11,0,0,22,0,0,0,0,0,0,0,0,0,9,0,2,10,0,7,14,0,0,0,0,0,1,0,0,0,0,13,0,0,4,0,0,0,19,0,6,0,14,22,25,33,3,0,0,7,0,0,0,0,0,22,0,0,0,0,16,1,0,25,0,10,0,18,6,0,10,0,4,0,0,19,9,24,9,0,0,15,0,11,0,0,17,38,0,0,0,0,0,0,42,16,2,25,0,21,4,1,11,43,9,0,0,0,69,10,0,0,4,37,6,0,2,0,0,0,0,55,5,0,0,0,13,16,3,0,0,0,9,2,699
108,0,0,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,7,0,1,10,0,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,21,0,5,0,14,19,24,29,3,0,0,6,0,0,0,0,0,20,0,0,0,0,15,1,0,22,0,7,0,17,6,0,11,0,5,0,0,19,7,23,8,0,0,16,0,8,0,0,16,36,0,0,0,0,0,0,40,13,2,23,0,18,3,1,9,40,9,0,0,0,66,10,0,0,4,29,4,0,2,0,0,0,0,52,4,0,0,0,12,14,3,0,0,0,10,1,635
109,0,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,7,0,1,9,0,7,6,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,24,0,5,0,11,17,23,27,3,0,0,4,0,0,0,0,0,16,0,0,0,0,15,0,0,22,0,6,0,17,6,0,8,0,6,0,0,18,5,21,8,0,0,18,0,7,0,0,14,29,0,0,0,0,0,0,41,10,2,21,0,16,2,0,7,34,7,0,0,0,61,6,0,0,3,21,2,0,1,0,0,0,0,45,3,0,0,0,9,11,2,0,0,0,10,2,560
110,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,7,0,1,8,0,7,5,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,25,0,6,0,11,14,22,26,2,0,0,3,0,0,0,0,0,13,0,0,0,0,15,0,0,21,0,4,0,18,6,0,8,0,6,0,0,17,4,18,4,0,0,13,0,6,0,0,12,24,0,0,0,0,0,0,36,9,1,22,0,13,1,0,7,32,8,0,0,0,61,6,0,0,3,16,1,0,1,0,0,0,0,42,3,0,0,0,8,9,2,0,0,0,8,1,496
111,0,0,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,6,0,1,6,0,6,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,24,0,5,0,12,12,16,22,2,0,0,3,0,0,0,0,0,10,0,0,0,0,15,0,0,17,0,3,0,18,6,0,8,0,5,0,0,18,3,14,3,0,0,13,0,5,0,0,9,21,0,0,0,0,0,0,34,7,1,17,0,10,1,0,5,30,5,0,0,0,56,5,0,0,2,13,1,0,1,0,0,0,0,34,3,0,0,0,7,8,1,0,0,0,6,1,457
112,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,5,0,1,5,0,6,3,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,24,0,5,0,9,10,17,18,2,0,0,1,0,0,0,0,0,9,0,0,0,0,13,0,0,16,0,2,0,18,8,0,7,0,5,0,0,17,2,12,2,0,0,11,0,5,0,0,9,18,0,0,0,0,0,0,33,7,0,17,0,8,1,0,2,25,3,0,0,0,49,4,0,0,3,10,0,0,2,0,0,0,0,31,4,0,0,0,7,7,1,0,0,0,6,1,419
113,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,3,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,24,0,4,0,8,8,14,14,1,0,0,2,0,0,0,0,0,8,0,0,0,0,12,0,0,15,0,2,0,16,7,0,4,0,5,0,0,16,2,9,2,0,0,11,0,4,0,0,8,19,0,0,0,0,0,0,31,4,0,14,0,7,1,0,1,26,3,0,0,0,39,4,0,0,3,8,1,0,1,0,0,0,0,25,3,0,0,0,6,6,1,0,0,0,5,1,379
