day,Akash Rabbani.Shaheed.Colony,Hassan.Town,Mohallah.Khalilzai,Jhangi.Syedan,Jinnahabad.Colony,unknown.22,Jadoon.Colony,unknown.23,Kaghan.Colony,Dar.ul.Khair,unknown.10,unknown.13,Banni,Maira.Tal.Road,unknown.15,unknown.4,PMA.Kakul,Banda.Phugwarian,Musa.Zai.Colony,unknown.26,unknown.19,Sairi,unknown.12,Thanda.Maira,Kholay.Choonakari,Banda.Sapan,Bilal.Town,Sir.Syed.Colony,unknown.3,Habibullah.Colony,unknown.18,unknown.6,Comsats,Al.Mansoor.Town,unknown.25,Police.Officers.Colony,Amir.Alam.Awan.Town,unknown.8,Kehal,unknown.2,Civil.Officers.Colony,Nawansher,Ayub.Teaching.Hospital,unknown.17,Sikandarabad,unknown.21,Mohalla.Nizami,unknown.9,Sheikh.ul.Bandi,Lower.Malikpura,Maira.Mandroch.Road,Salhad,unknown.5,unknown.1,Kakul.Village,unknown.16,unknown.7,unknown.11,Abbottabad.Public.School,Mian.de.Sairi,Malikpura,unknown.14,Mohalla.Usmanabad,unknown.24,unknown.20,Jhangi.Qazian,Muslim.Town,unknown
98,5,1,5,16,31,2,15,0,15,0,10,20,18,6,5,15,0,14,43,7,4,0,11,3,31,1,60,34,7,38,0,2,0,26,0,6,14,3,26,69,6,54,0,0,8,0,0,0,20,20,23,20,0,10,1,0,29,70,0,14,20,22,9,0,0,44,9,9
99,5,2,5,16,25,2,14,0,16,1,8,18,20,8,4,13,0,12,47,8,4,0,13,2,26,1,64,34,6,41,0,2,0,24,0,6,12,3,24,75,4,51,0,0,10,0,0,0,24,22,22,18,0,9,2,0,29,67,0,12,18,21,9,0,0,41,9,9
100,5,2,4,14,25,2,14,0,14,1,7,18,19,7,4,15,0,11,49,9,3,0,14,2,22,1,64,33,6,41,0,2,0,26,0,6,11,4,24,78,4,51,0,0,9,0,0,0,24,20,22,19,0,6,4,0,27,57,0,13,19,24,10,0,0,42,9,8
101,5,2,4,11,26,3,13,0,15,3,7,17,18,9,2,13,0,13,47,7,3,0,15,2,24,1,66,31,5,39,0,2,0,25,0,5,9,5,24,76,5,52,0,0,7,0,0,0,23,21,21,18,0,6,4,0,24,52,0,14,18,24,10,0,0,44,6,5
102,4,2,4,14,22,3,12,0,12,3,6,16,16,9,1,12,0,12,46,6,2,0,10,3,23,0,71,29,5,33,0,2,0,22,0,5,5,5,23,77,4,53,0,0,8,0,0,0,23,21,20,19,0,6,4,0,21,49,0,16,15,27,10,0,0,41,7,4
103,5,2,4,12,21,3,12,0,14,3,7,12,17,12,0,10,0,12,46,7,2,0,11,5,23,0,64,26,5,31,0,2,0,20,0,5,5,6,22,76,4,56,0,0,9,0,0,0,27,19,18,20,0,4,5,0,17,50,0,15,17,23,9,0,0,34,6,3
104,5,3,4,12,16,3,10,0,15,3,7,13,15,12,0,9,0,13,48,7,1,0,11,4,23,1,61,25,5,29,0,2,0,17,0,5,4,5,24,74,3,57,0,0,9,0,0,0,25,18,17,21,0,3,8,0,14,51,0,16,18,24,10,0,0,34,4,2
105,4,4,3,11,14,2,8,0,16,3,8,11,17,10,0,7,0,13,51,7,2,0,11,5,24,1,60,23,5,26,0,2,0,15,0,3,5,3,22,75,3,52,0,0,6,0,0,0,24,20,17,24,0,2,13,0,11,49,0,18,15,28,10,0,0,37,3,2
106,5,4,2,12,15,3,6,0,15,2,8,13,14,11,0,8,0,12,53,6,1,0,12,6,24,1,63,19,4,27,0,2,0,14,0,2,4,3,21,73,1,50,0,0,5,0,0,0,20,21,23,25,0,2,16,0,9,51,0,21,14,30,9,0,0,31,3,1
107,9,4,2,11,14,3,7,0,14,1,7,13,10,9,0,7,0,11,59,6,2,0,10,5,23,1,58,20,6,27,0,1,0,12,0,1,4,4,20,63,0,49,0,0,4,0,0,0,20,21,23,27,0,2,18,0,7,44,0,22,14,30,9,0,0,30,2,0
108,10,5,0,14,14,3,5,0,15,1,6,13,7,8,0,6,0,10,56,6,2,0,10,5,19,1,51,20,9,30,0,1,0,9,0,1,4,4,16,58,0,48,0,0,4,0,0,0,23,22,25,22,0,2,20,0,6,43,0,23,12,33,9,0,0,33,2,0
109,13,5,0,12,14,5,5,0,14,1,4,14,9,8,0,6,0,9,57,5,2,0,8,6,16,1,42,18,9,31,0,1,0,7,0,0,4,4,17,56,0,50,0,0,3,0,0,0,22,20,25,18,0,2,23,0,7,42,0,21,13,35,9,0,0,31,1,0
110,14,6,0,12,14,7,4,0,12,2,5,14,9,10,0,5,0,9,55,5,2,0,9,6,16,1,41,15,9,32,0,1,0,6,0,0,6,4,14,52,0,43,0,0,3,0,0,0,24,23,26,16,0,4,27,0,7,41,0,21,11,36,8,0,0,28,1,0
111,14,6,0,13,16,6,4,0,8,5,4,17,10,6,0,5,0,8,54,4,3,0,11,4,16,0,39,12,9,30,0,1,0,3,0,0,8,6,15,49,0,42,0,0,4,0,0,0,25,24,26,17,0,4,26,0,7,39,0,19,12,42,12,0,0,28,1,0
112,14,5,0,17,15,6,4,0,8,6,4,17,10,6,0,5,0,9,56,4,3,0,10,5,14,0,35,9,9,30,0,1,0,3,0,0,7,8,16,46,0,44,0,0,4,0,0,0,22,20,29,16,0,6,24,0,7,36,0,16,12,43,13,0,0,23,1,0
113,14,5,0,16,16,6,4,0,7,7,3,16,8,6,0,6,0,9,56,4,3,0,11,3,15,0,33,9,10,27,0,2,0,3,0,1,6,8,16,42,1,43,0,0,5,0,0,0,25,21,28,15,0,6,25,0,7,37,0,15,11,44,14,0,0,19,1,0
114,13,3,0,17,16,5,6,0,6,6,4,17,10,5,0,5,0,7,58,3,2,0,14,4,14,0,28,12,7,24,0,2,0,2,0,1,7,7,17,38,2,46,0,0,4,0,0,0,26,17,31,13,0,7,26,0,7,42,0,17,11,42,19,0,0,19,1,0
115,12,3,0,20,15,5,6,0,6,7,3,17,11,5,0,6,0,7,61,3,4,0,17,4,13,1,23,14,6,14,0,3,0,2,0,2,9,8,19,34,2,50,0,0,3,0,0,0,25,18,32,13,0,6,28,0,8,41,0,14,10,40,19,0,0,19,1,0
116,13,3,0,21,15,5,5,0,6,7,3,16,11,4,0,6,0,10,56,3,5,0,18,4,10,1,20,17,7,13,0,4,0,3,0,2,9,7,18,28,3,52,0,0,2,0,0,0,24,18,30,13,0,6,28,0,8,37,0,15,9,35,19,0,0,17,1,0
117,12,2,1,21,14,6,6,0,5,8,3,16,10,3,0,5,0,12,59,2,4,0,18,4,8,1,18,17,7,10,0,4,0,3,0,2,7,9,18,26,4,56,0,0,2,0,0,0,23,17,28,8,0,7,24,0,10,39,0,13,8,34,16,0,0,17,1,0
118,9,2,1,22,13,7,9,0,3,7,2,15,8,3,0,6,0,12,58,2,5,0,18,2,8,1,17,21,8,8,0,5,0,4,0,3,7,9,18,28,5,57,0,0,2,0,0,0,23,20,27,7,0,6,23,0,13,34,0,14,8,30,15,0,0,12,1,0
119,5,1,2,20,12,7,10,0,2,8,3,15,10,2,0,6,0,12,58,1,5,0,19,3,8,1,20,21,8,6,0,6,0,6,0,3,6,10,19,27,4,57,0,0,1,0,0,0,22,18,28,6,0,6,21,0,15,34,0,12,7,27,17,0,0,12,1,0
120,4,1,2,17,16,5,9,0,2,6,3,12,8,4,0,6,0,13,55,2,6,0,20,2,6,1,22,20,8,5,0,6,0,8,0,3,4,10,21,27,7,60,0,0,3,0,0,0,17,17,29,7,0,5,16,0,14,32,0,8,7,27,17,0,0,14,0,0
121,2,1,3,12,18,6,9,0,2,6,4,7,7,5,0,6,0,14,52,2,6,0,17,3,6,2,18,24,8,3,0,5,0,10,0,3,1,11,24,31,7,59,0,0,3,0,0,0,16,16,28,7,0,5,16,0,15,32,0,9,6,24,17,0,0,16,0,0
122,2,1,3,11,18,4,10,0,2,6,6,7,6,4,0,3,0,12,53,2,6,0,17,2,6,2,14,25,9,5,0,6,0,12,0,4,1,12,21,28,6,58,0,0,3,0,0,0,15,17,25,7,0,4,12,0,16,33,0,10,6,22,18,0,0,18,0,0
123,2,2,5,10,18,4,11,0,3,6,6,6,5,4,0,4,0,12,48,2,6,0,14,2,6,3,12,24,10,4,0,6,0,12,0,5,0,10,22,27,7,56,0,0,3,0,0,0,16,19,28,10,0,4,12,0,20,34,0,11,6,24,17,0,0,21,0,0
124,3,2,7,11,19,3,12,0,3,5,8,5,7,5,0,4,0,11,52,2,5,0,11,2,7,3,12,24,11,5,0,6,0,12,0,5,0,8,21,27,6,49,0,0,5,0,0,0,16,17,30,10,0,3,13,0,20,32,0,12,5,23,17,0,0,22,0,0
125,3,2,7,8,17,3,10,0,3,5,11,4,10,6,0,5,0,11,54,1,4,0,10,2,8,3,14,24,14,5,0,5,0,12,0,5,0,7,19,28,7,48,0,0,5,0,0,0,17,20,31,9,0,2,14,0,21,33,0,13,4,21,19,0,0,23,0,0
126,2,3,7,6,14,1,11,0,4,4,13,2,9,5,0,6,0,11,55,1,2,0,11,2,10,4,10,24,12,5,0,5,0,10,0,7,0,8,22,27,9,42,0,0,5,0,0,0,14,20,31,9,0,1,13,0,22,30,0,11,4,18,18,0,0,23,0,0
127,3,4,6,4,14,1,13,0,4,3,15,0,9,5,0,7,0,11,54,1,2,0,8,2,9,4,9,20,12,6,0,6,0,7,0,10,0,8,20,24,7,35,0,0,6,0,0,0,12,22,33,10,0,1,11,0,19,33,0,12,2,20,17,0,0,25,0,0
128,4,4,6,4,14,1,12,0,3,3,16,0,10,6,0,8,0,10,53,0,2,0,6,2,9,5,9,20,13,6,0,4,0,8,0,11,0,5,17,26,7,33,0,0,6,0,0,0,10,19,34,10,0,0,11,0,21,33,0,13,3,21,17,0,0,23,0,1
129,4,4,5,5,12,1,12,0,2,0,17,0,9,7,0,7,0,9,53,0,2,0,8,2,9,4,9,20,13,8,0,4,0,7,0,12,0,6,18,24,6,29,0,0,7,0,0,0,10,18,33,12,0,0,9,0,21,31,0,14,3,21,15,0,0,21,0,1
130,4,3,5,6,11,1,14,0,3,0,15,1,10,12,0,7,0,8,49,0,3,0,7,1,10,4,11,21,15,6,0,3,0,6,0,12,0,6,19,22,7,28,0,0,7,0,0,0,8,19,34,13,0,0,9,0,23,30,0,13,3,20,15,0,0,20,0,1
131,4,2,4,6,7,1,15,0,3,0,15,1,9,15,0,7,0,8,47,0,2,0,8,1,13,3,18,18,13,8,0,3,0,7,0,11,0,4,19,21,5,24,0,0,8,0,0,0,7,19,35,15,0,0,6,0,17,28,0,16,2,20,15,0,0,21,0,1
132,3,2,2,6,7,1,12,0,3,0,17,1,7,14,0,8,0,9,42,0,2,0,8,1,16,3,19,18,16,7,0,2,0,7,0,11,0,5,18,21,3,25,0,0,11,0,0,0,6,16,35,14,0,0,6,0,15,25,0,16,3,21,15,0,0,21,0,2
133,3,3,0,7,5,0,13,0,3,0,17,1,6,15,0,9,0,8,41,0,2,0,8,2,17,5,24,19,14,11,0,2,0,7,0,11,0,5,20,18,1,22,0,0,13,0,0,0,5,15,33,14,0,0,5,0,14,24,0,18,4,23,14,0,0,21,0,4
134,3,4,0,6,3,0,15,0,4,0,16,2,4,14,0,8,0,7,41,0,2,0,8,2,17,4,21,19,13,14,0,2,0,8,0,9,0,4,19,21,1,16,0,0,10,0,0,0,6,16,32,15,0,1,4,0,13,25,0,16,4,19,13,0,0,20,0,4
135,3,4,0,4,2,0,17,0,3,0,16,2,4,13,0,9,0,7,38,0,3,0,10,2,24,4,26,19,12,14,0,2,0,5,0,8,0,4,20,20,2,16,0,0,9,0,0,0,5,14,32,16,0,1,5,0,12,26,0,16,4,18,13,0,0,20,0,5
136,3,4,0,4,2,0,18,0,3,0,15,3,3,13,0,10,0,9,37,0,3,0,10,2,27,5,27,22,13,12,0,1,0,5,0,6,0,4,21,19,2,15,0,0,9,0,0,0,5,12,28,17,0,2,4,0,10,29,0,14,5,18,17,0,0,21,0,6
137,3,4,0,4,2,0,15,0,4,0,15,3,2,13,0,10,0,9,40,0,3,0,11,2,26,4,29,21,11,12,0,1,0,5,0,4,0,3,21,20,1,17,0,0,10,0,0,0,5,14,29,17,0,3,2,0,9,32,0,12,4,14,15,0,0,20,0,7
138,1,3,0,4,2,0,16,0,6,0,12,3,2,11,0,10,0,9,39,0,3,0,9,3,27,3,30,21,9,16,0,1,0,5,0,4,0,3,22,22,1,17,0,0,8,0,0,0,6,15,29,17,0,8,2,0,8,39,0,13,4,11,16,0,0,22,0,9
139,1,3,0,5,1,0,13,0,8,0,12,5,2,10,0,9,0,6,45,0,4,0,11,3,29,3,29,21,8,18,0,1,0,4,0,2,0,2,23,23,1,18,0,0,7,0,0,0,8,12,26,18,0,9,2,0,7,42,0,13,4,11,17,0,0,23,0,10
140,1,3,0,5,1,0,12,0,9,0,10,5,1,12,0,7,0,6,50,0,5,0,12,2,30,2,31,22,7,20,0,1,1,4,0,4,0,1,23,24,1,18,0,0,7,0,0,0,7,12,27,15,0,8,2,0,7,43,0,14,3,11,18,0,0,24,0,10
141,0,3,0,5,1,0,14,0,8,0,10,5,1,12,0,7,0,6,50,0,4,0,13,2,29,2,30,21,4,23,0,1,1,4,0,5,0,1,21,20,1,16,0,0,7,0,0,0,8,13,28,14,0,10,2,0,6,44,0,10,4,8,22,0,0,22,0,9
142,0,3,0,4,2,0,11,0,7,0,10,4,1,14,0,7,0,6,53,0,3,0,10,2,31,2,28,17,2,25,0,0,1,3,0,6,0,0,26,21,1,16,0,0,7,0,0,0,7,15,27,15,0,10,2,0,6,44,0,10,3,8,23,0,0,19,0,7
143,0,3,0,4,2,0,10,0,7,0,10,4,0,14,0,6,0,6,54,0,3,0,10,2,33,2,28,16,1,23,0,0,1,2,0,8,0,0,21,24,0,16,0,0,4,0,0,0,5,16,28,8,0,11,2,0,6,45,0,10,2,7,23,0,0,21,0,6
144,0,3,0,3,1,0,6,0,7,0,9,4,0,15,0,6,0,5,58,0,4,0,9,2,33,2,25,15,1,24,0,0,1,1,0,9,0,0,20,22,0,18,0,0,3,0,0,0,5,17,25,8,0,11,1,0,6,42,0,11,3,6,24,0,0,20,0,7
145,0,2,0,3,1,0,6,0,7,0,8,5,0,16,0,9,0,3,57,0,4,0,11,2,28,1,23,15,0,24,0,0,1,0,0,9,0,0,19,21,0,18,0,0,1,0,0,0,6,19,24,7,0,12,1,0,5,43,0,11,5,6,24,0,0,16,0,7
146,0,1,0,3,1,0,5,0,9,0,7,6,0,12,0,10,0,2,56,0,5,0,8,3,29,1,22,9,0,27,0,0,1,0,0,9,0,0,16,18,0,17,0,0,0,0,0,0,7,20,21,6,0,11,1,0,5,43,0,12,9,6,25,0,0,13,0,6
147,0,2,0,2,1,0,4,0,13,0,7,6,0,12,0,9,0,2,50,0,3,0,6,3,27,1,22,9,0,23,0,0,1,2,0,9,0,0,14,18,0,19,0,0,0,0,0,0,6,21,23,6,0,9,1,0,5,38,0,9,10,5,25,0,0,10,0,5
148,1,2,0,1,1,0,4,0,12,0,7,5,0,11,0,10,0,0,45,1,4,0,8,3,30,1,21,8,0,26,0,0,0,3,0,8,0,0,13,20,0,19,0,0,0,0,0,0,6,18,19,6,0,9,1,0,5,38,0,11,11,5,28,0,0,11,0,5
149,1,2,0,1,1,0,4,0,10,0,4,5,0,10,0,9,0,0,41,1,5,0,9,2,30,0,18,7,1,26,0,0,0,3,0,8,0,0,14,18,0,21,0,0,0,0,0,0,5,16,19,2,0,6,1,0,4,35,0,13,12,6,26,0,0,12,0,6
150,1,3,0,1,1,0,2,0,11,0,4,5,0,10,0,10,0,0,44,1,4,0,7,2,27,0,18,5,1,29,0,0,0,3,0,4,0,0,15,16,1,24,0,0,0,0,0,0,5,11,16,2,0,5,0,0,3,33,0,14,11,5,24,0,0,13,0,6
151,2,3,0,1,1,0,3,0,10,0,4,5,0,7,0,10,0,0,40,1,4,0,9,3,23,0,12,4,1,27,0,0,0,3,0,3,0,0,13,16,1,25,0,0,0,0,0,0,4,9,15,1,0,5,0,0,4,29,0,12,10,4,23,0,0,12,0,6
152,2,2,0,1,0,0,3,0,10,0,3,5,1,5,0,8,0,0,39,2,3,0,9,2,23,0,14,4,1,27,0,0,0,4,0,3,0,0,11,17,1,24,0,0,0,0,0,0,2,8,17,1,0,5,0,0,4,24,0,14,11,4,20,0,0,11,0,7
153,2,2,0,1,0,0,3,0,8,0,3,5,1,2,0,8,0,0,30,2,3,0,9,3,22,0,12,4,1,29,0,0,0,4,0,2,0,0,10,14,1,21,0,0,0,0,0,0,2,6,17,1,0,7,0,0,2,24,0,14,11,5,19,0,0,9,0,7
154,2,5,0,1,0,0,3,0,8,0,2,4,1,2,0,6,0,0,24,3,2,0,9,3,20,0,11,3,2,31,0,0,0,5,0,2,0,0,8,13,0,18,0,0,0,0,0,0,2,5,17,1,0,5,0,0,2,20,0,15,12,6,22,0,0,9,0,7
155,3,6,0,3,0,0,3,0,7,0,1,4,1,2,0,6,0,0,24,4,1,0,7,2,18,0,10,2,2,33,0,0,0,7,0,3,0,0,6,12,1,14,0,0,0,0,0,0,2,4,19,1,0,5,0,0,1,17,0,13,11,5,22,0,0,9,0,5
156,4,6,0,3,0,0,3,0,6,0,1,4,1,2,0,6,0,0,24,5,1,0,9,2,14,0,10,1,3,31,0,0,0,9,0,2,0,0,5,10,1,14,0,0,0,0,0,0,1,5,19,1,0,4,0,0,1,17,0,12,8,4,22,0,0,8,1,5
157,5,5,0,4,0,0,3,0,3,0,1,4,1,1,0,6,0,0,22,5,1,0,9,1,10,0,10,0,5,30,0,0,0,8,0,2,0,0,5,10,2,15,0,0,1,0,0,0,0,3,18,1,0,5,0,0,1,17,0,8,6,6,22,0,0,8,2,4
158,5,5,0,4,0,0,4,0,0,0,1,5,2,1,0,5,0,0,13,6,1,0,6,1,11,0,9,0,4,32,0,0,0,10,0,3,0,0,3,10,2,17,0,0,1,0,0,0,0,4,18,1,0,4,0,0,1,14,0,9,5,6,20,0,0,8,2,5
159,5,4,0,3,0,0,6,0,0,0,1,4,3,1,0,5,0,0,12,9,0,0,6,2,10,0,9,1,4,32,0,0,0,8,0,3,1,0,3,9,2,19,0,0,1,0,0,0,0,4,15,1,0,4,0,0,2,9,0,8,4,7,23,0,0,8,3,5
160,6,5,0,3,0,0,8,0,0,0,2,4,3,1,0,5,0,0,13,8,0,0,6,3,9,0,9,1,5,30,0,0,0,10,0,5,1,0,3,10,2,17,0,0,1,0,0,0,0,6,15,1,0,4,0,0,1,10,0,6,4,9,20,0,0,10,3,2
161,5,6,0,3,0,0,8,0,0,0,3,3,5,1,0,5,0,0,13,8,0,0,5,4,8,0,8,1,4,28,0,0,0,14,0,5,1,0,4,13,2,17,0,0,1,0,0,0,0,8,13,1,0,5,0,0,2,12,0,6,4,9,21,0,0,12,3,0
162,5,6,0,3,0,0,8,0,0,0,3,3,5,0,0,5,0,0,12,7,0,0,4,4,7,0,6,1,4,27,0,0,0,14,0,6,1,0,4,13,2,21,0,0,2,0,0,0,0,10,14,1,0,4,0,0,2,10,0,6,3,10,21,0,0,12,3,0
163,5,6,0,3,0,0,9,0,0,0,3,3,6,0,0,4,0,0,14,5,0,0,2,4,7,0,5,0,4,27,0,0,0,13,0,7,1,0,4,12,2,22,0,0,2,0,0,0,0,10,14,0,0,6,1,0,2,11,0,5,2,10,19,0,0,13,3,0
164,4,4,0,1,1,0,11,0,0,0,3,4,5,0,0,3,0,0,16,5,0,0,2,3,4,1,2,0,3,23,0,0,0,12,0,8,2,0,4,10,2,21,0,0,2,0,0,0,0,10,16,0,0,6,1,0,2,11,0,5,0,12,17,0,0,13,3,0
165,4,4,0,2,1,0,10,0,0,0,2,5,5,0,0,2,0,0,18,3,0,0,1,4,5,1,3,0,4,23,0,0,0,13,0,8,2,0,3,9,2,21,0,0,2,0,0,0,0,9,14,0,0,6,1,0,2,8,0,5,0,11,17,0,0,13,3,0
166,4,5,0,2,1,0,11,0,0,0,2,4,5,0,0,2,0,0,19,2,0,0,1,3,7,1,3,0,4,20,0,0,0,17,0,6,2,0,3,9,1,26,0,0,2,0,0,0,0,10,13,0,0,5,1,0,2,8,0,4,0,15,16,0,0,14,1,0
167,4,5,0,2,1,0,12,0,0,0,2,4,5,1,0,1,0,0,17,2,0,1,1,3,6,1,2,0,4,16,0,0,0,18,0,5,4,0,3,11,1,24,0,0,2,0,0,0,0,11,10,0,0,6,2,0,2,7,0,4,0,15,13,0,0,16,1,0
168,5,5,0,2,1,0,11,0,0,0,2,4,5,1,0,0,0,0,14,2,0,1,0,3,5,1,3,0,3,13,0,0,0,18,0,5,3,0,3,12,1,23,0,0,3,0,0,0,0,10,10,1,0,7,2,0,2,7,0,4,0,16,10,0,0,13,1,0
169,4,4,0,2,3,0,11,0,0,0,3,3,5,1,0,0,0,0,14,1,0,1,0,3,5,1,4,0,2,14,0,0,0,17,0,4,3,0,4,13,1,23,0,0,4,0,0,0,0,9,8,2,0,6,3,0,2,7,0,3,0,17,7,0,0,14,1,0
170,4,3,0,2,3,0,10,0,0,0,3,5,6,1,0,0,0,1,13,0,0,1,0,3,6,1,6,1,1,12,0,0,0,16,0,4,3,0,4,15,0,24,0,0,4,0,0,0,0,8,9,2,0,7,4,0,1,8,0,2,0,17,7,0,0,12,2,0
171,4,5,0,3,3,0,8,0,0,0,2,4,9,1,0,0,0,1,11,0,0,1,0,1,6,1,6,1,1,13,0,0,0,14,0,3,3,0,3,16,0,21,0,0,4,0,0,0,1,7,10,2,0,5,5,0,1,8,0,0,1,19,4,0,0,11,2,0
172,4,5,0,6,5,0,6,0,0,0,2,4,8,1,0,0,0,1,10,0,0,1,0,1,6,1,6,1,2,10,0,0,0,13,0,2,6,0,3,17,0,20,0,0,3,0,0,0,1,5,10,2,0,4,5,0,0,7,0,0,1,19,2,0,0,10,1,0
